STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,PATENT_AUTHORITIES,Patent authorities,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,DATE_TYPE,Reference date type,REF_AREA,Reference area,PARTNER_AREA,Counterpart area,AGENT_ROLE,Agent role,COOPERATION_TYPE,Cooperation type,WIPO,World Intellectual Property Organization domains,OECD_TECHNOLOGY_PATENT,Selected OECD technology domains,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,DECIMALS,Decimals,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,POL,Poland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,4.950500011444092,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,FIN,Finland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,16.55410003662109,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CHE,Switzerland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,47.15069961547852,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ITA,Italy,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,25.61980056762695,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,IRL,Ireland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,3.007100105285645,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,NLD,Netherlands,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,60.24050140380859,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,KAZ,Kazakhstan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,0.916700005531311,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,GRC,Greece,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,1.333299994468689,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,AUT,Austria,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,26.04170036315918,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,HUN,Hungary,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,1.366700053215027,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SVK,Slovak Republic,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,0.2000000029802322,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BRA,Brazil,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,3.47189998626709,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,TWN,Chinese Taipei,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,25.71229934692383,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,W,World,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,8439.423828125,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SWE,Sweden,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,19.95109939575195,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SGP,Singapore,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,38.02519989013672,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CYP,Cyprus,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2019,,0.166700005531311,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SGP,Singapore,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,40.07479858398438,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,HRV,Croatia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.0799999982118607,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SWE,Sweden,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,15.60400009155273,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,W,World,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,8596.2080078125,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,TWN,Chinese Taipei,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,27.06290054321289,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BRA,Brazil,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.9556000232696533,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,AUT,Austria,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,23.79260063171387,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,GRC,Greece,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.0476000010967255,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CRI,Costa Rica,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.0666999965906143,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,NLD,Netherlands,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,55.60649871826172,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,IRL,Ireland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,9.739700317382812,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ITA,Italy,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,31.79840087890625,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CHE,Switzerland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,56.89419937133789,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,FIN,Finland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,14.01790046691895,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,POL,Poland,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.0555999986827374,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,DEU,Germany,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,309.9924011230469,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,TUR,Türkiye,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,4.009500026702881,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,LTU,Lithuania,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.75,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,AUS,Australia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,12.98589992523193,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ISR,Israel,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,31.57099914550781,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,FRA,France,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,136.3314971923828,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ZAF,South Africa,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.3409000039100647,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,EU27_2020,European Union (27 countries from 01/02/2020),_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,632.1187744140625,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,IND,India,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,19.20660018920898,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,IDN,Indonesia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.0500000007450581,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,OECD,OECD,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,5252.47119140625,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CYP,Cyprus,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.416700005531311,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,LUX,Luxembourg,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,1.666700005531311,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ARM,Armenia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.125,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,HKG,Hong Kong (China),_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,7.587500095367432,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,NOR,Norway,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.8928999900817871,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CAN,Canada,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,40.16329956054688,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ROU,Romania,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.4000000059604645,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CZE,Czechia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,4.640500068664551,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,ESP,Spain,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,8.149999618530273,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,GBR,United Kingdom,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,79.06510162353516,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,JPN,Japan,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,2214.12890625,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,RUS,Russia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,5.833300113677979,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,CHN,China (People’s Republic of),_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,3045.140380859375,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,USA,United States,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,1414.032958984375,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,SAU,Saudi Arabia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,11.36670017242432,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,DNK,Denmark,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,7.708300113677979,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,MYS,Malaysia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,7.419000148773193,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,UKR,Ukraine,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,1.5625,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,BEL,Belgium,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,9.653800010681152,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,KOR,Korea,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,766.6885986328125,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,PRT,Portugal,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.666700005531311,,A,Normal value,1,One,0,Units
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_WIPO(1.0),Patents by WIPO technology domains,I,9P50_1,World Intellectual Property Organization,A,Annual,AP,Patent applications,PATN,Patents,PRIORITY,Priority date,COL,Colombia,_Z,Not applicable,INVENTOR,Inventor,_Z,Not applicable,WIPO_08,Semiconductors,_Z,Not applicable,2020,,0.25,,A,Normal value,1,One,0,Units
