Imports/Exports,Time,Commodity Code,Description of Good,Country(Area),Value(USD$ 1000)
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Tunisia,109
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),T?rkiye,4028
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Ukraine,32
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),United Kingdom,1937
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),United States,73430
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Viet Nam,11029
Exports,2022,854121, With a dissipation rate of less than 1 W,Argentina,11
Exports,2022,854121, With a dissipation rate of less than 1 W,Australia,99
Exports,2022,854121, With a dissipation rate of less than 1 W,Austria,6
Exports,2022,854121, With a dissipation rate of less than 1 W,Belgium,451
Exports,2022,854121, With a dissipation rate of less than 1 W,Brazil,203
Exports,2022,854121, With a dissipation rate of less than 1 W,China,46090
Exports,2022,854121, With a dissipation rate of less than 1 W,Egypt,38
Exports,2022,854121, With a dissipation rate of less than 1 W,Finland,2
Exports,2022,854121, With a dissipation rate of less than 1 W,France,36
Exports,2022,854121, With a dissipation rate of less than 1 W,Germany,1101
Exports,2022,854121, With a dissipation rate of less than 1 W,Hong Kong,34314
Exports,2022,854121, With a dissipation rate of less than 1 W,Hungary,299
Exports,2022,854121, With a dissipation rate of less than 1 W,India,219
Exports,2022,854121, With a dissipation rate of less than 1 W,Indonesia,572
Exports,2022,854121, With a dissipation rate of less than 1 W,Israel,23
Exports,2022,854121, With a dissipation rate of less than 1 W,Italy,170
Exports,2022,854121, With a dissipation rate of less than 1 W,Japan,247
Exports,2022,854121, With a dissipation rate of less than 1 W,Kazakhstan,8
Exports,2022,854121, With a dissipation rate of less than 1 W,Korea Republic of,3895
Exports,2022,854121, With a dissipation rate of less than 1 W,Latvia,24
Exports,2022,854121, With a dissipation rate of less than 1 W,Malaysia,509
Exports,2022,854121, With a dissipation rate of less than 1 W,Mexico,459
Exports,2022,854121, With a dissipation rate of less than 1 W,Philippines,68
Exports,2022,854121, With a dissipation rate of less than 1 W,Poland,544
Exports,2022,854121, With a dissipation rate of less than 1 W,Romania,11
Exports,2022,854121, With a dissipation rate of less than 1 W,Russian Federation,7
Exports,2022,854121, With a dissipation rate of less than 1 W,Singapore,711
Exports,2022,854121, With a dissipation rate of less than 1 W,Slovakia,26
Exports,2022,854121, With a dissipation rate of less than 1 W,Spain,5
Exports,2022,854121, With a dissipation rate of less than 1 W,Switzerland,16
Exports,2022,854121, With a dissipation rate of less than 1 W,Thailand,2922
Exports,2022,854121, With a dissipation rate of less than 1 W,Tunisia,56
Exports,2022,854121, With a dissipation rate of less than 1 W,T?rkiye,445
Exports,2022,854121, With a dissipation rate of less than 1 W,United Kingdom,26
Exports,2022,854121, With a dissipation rate of less than 1 W,United States,2646
Exports,2022,854121, With a dissipation rate of less than 1 W,Viet Nam,1679
Exports,2022,854129, Other,Arab Emirates United,25
Exports,2022,854129, Other,Argentina,12
Exports,2022,854129, Other,Australia,97
Exports,2022,854129, Other,Austria,111
Exports,2022,854129, Other,Bangladesh,12
Exports,2022,854129, Other,Belgium,605
Exports,2022,854129, Other,Belize,63
Exports,2022,854129, Other,Brazil,331
Exports,2022,854129, Other,Bulgaria,560
Exports,2022,854129, Other,Cambodia,117
Exports,2022,854129, Other,Canada,283
Exports,2022,854129, Other,Chile,7
Exports,2022,854129, Other,China,433619
Exports,2022,854129, Other,Colombia,2
Exports,2022,854129, Other,Czech Republic,119
Exports,2022,854129, Other,Denmark,5
Exports,2022,854129, Other,Dominican Republic,10
Exports,2022,854129, Other,Finland,532
Exports,2022,854129, Other,France,197
Exports,2022,854129, Other,Germany,9672
Exports,2022,854129, Other,Hong Kong,388912
Exports,2022,854129, Other,Hungary,540
Exports,2022,854129, Other,India,4346
Exports,2022,854129, Other,Indonesia,2548
Exports,2022,854129, Other,Ireland,18
Exports,2022,854129, Other,Israel,785
Exports,2022,854129, Other,Italy,392
Exports,2022,854129, Other,Japan,20810
Exports,2022,854129, Other,Kazakhstan,2
Exports,2022,854129, Other,Korea Republic of,13767
Exports,2022,854129, Other,Kyrgyzstan,12
Exports,2022,854129, Other,Latvia,423
Exports,2022,854129, Other,Lebanon,3
Exports,2022,854129, Other,Lesotho,7
Exports,2022,854129, Other,Lithuania,104
Exports,2022,854129, Other,Malaysia,9626
Exports,2022,854129, Other,Mexico,9507
Exports,2022,854129, Other,Netherlands,250
Exports,2022,854129, Other,New Zealand,10
Exports,2022,854129, Other,Norway,22
Exports,2022,854129, Other,Philippines,3546
Exports,2022,854129, Other,Poland,3475
Exports,2022,854129, Other,Portugal,6
Exports,2022,854129, Other,Romania,93
Exports,2022,854129, Other,Russian Federation,997
Exports,2022,854129, Other,Saudi Arabia,47
Exports,2022,854129, Other,Senegal,10
Exports,2022,854129, Other,Singapore,16128
Exports,2022,854129, Other,Slovakia,432
Exports,2022,854129, Other,Slovenia,82
Exports,2022,854129, Other,South Africa,100
Exports,2022,854129, Other,Spain,110
Exports,2022,854129, Other,Sweden,167
Exports,2022,854129, Other,Switzerland,277
Exports,2022,854129, Other,Tanzania United Republic of,3
Exports,2022,854129, Other,Thailand,28077
Exports,2022,854129, Other,Tunisia,94
Exports,2022,854129, Other,T?rkiye,427
Exports,2022,854129, Other,Ukraine,7
Exports,2022,854129, Other,United Kingdom,377
Exports,2022,854129, Other,United States,20838
Exports,2022,854129, Other,Uruguay,4
Exports,2022,854129, Other,Uzbekistan,4
Exports,2022,854129, Other,Viet Nam,4589
Exports,2022,854129, Other,Virgin Islands British,2
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Australia,72
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Austria,13
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Belgium,37
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Brazil,43
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Bulgaria,6
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Canada,74
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,China,4589
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Colombia,2
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Egypt,161
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,France,23
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Germany,1578
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Hong Kong,7850
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Hungary,93
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,India,70
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Indonesia,468
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Israel,22
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Japan,737
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Korea Republic of,2586
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Malaysia,389
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Mexico,329
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Panama,8
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Philippines,10
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Poland,3
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Russian Federation,7
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Singapore,230
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Slovakia,1
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Spain,5
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Switzerland,0
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Thailand,652
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Tunisia,45
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,T?rkiye,31
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,United Kingdom,19
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,United States,2833
Exports,2022,854130, Thyristors diacs and triacs other than photosensitive devices,Viet Nam,547
Exports,2022,854160, Mounted piezo-electric crystals,Argentina,19
Exports,2022,854160, Mounted piezo-electric crystals,Australia,322
Exports,2022,854160, Mounted piezo-electric crystals,Austria,935
Exports,2022,854160, Mounted piezo-electric crystals,Bangladesh,1
Exports,2022,854160, Mounted piezo-electric crystals,Belarus,3
Exports,2022,854160, Mounted piezo-electric crystals,Belgium,2428
Exports,2022,854160, Mounted piezo-electric crystals,Brazil,2064
Exports,2022,854160, Mounted piezo-electric crystals,Bulgaria,341
Exports,2022,854160, Mounted piezo-electric crystals,Canada,530
Exports,2022,854160, Mounted piezo-electric crystals,Chile,5
Exports,2022,854160, Mounted piezo-electric crystals,China,366168
Exports,2022,854160, Mounted piezo-electric crystals,Czech Republic,182
Exports,2022,854160, Mounted piezo-electric crystals,Denmark,2
Exports,2022,854160, Mounted piezo-electric crystals,Egypt,38
Exports,2022,854160, Mounted piezo-electric crystals,Finland,251
Exports,2022,854160, Mounted piezo-electric crystals,France,3669
Exports,2022,854160, Mounted piezo-electric crystals,Germany,27333
Exports,2022,854160, Mounted piezo-electric crystals,Greece,5
Exports,2022,854160, Mounted piezo-electric crystals,Honduras,0
Exports,2022,854160, Mounted piezo-electric crystals,Hong Kong,304511
Exports,2022,854160, Mounted piezo-electric crystals,Hungary,2187
Exports,2022,854160, Mounted piezo-electric crystals,Iceland,25
Exports,2022,854160, Mounted piezo-electric crystals,India,6123
Exports,2022,854160, Mounted piezo-electric crystals,Indonesia,10041
Exports,2022,854160, Mounted piezo-electric crystals,Ireland,95
Exports,2022,854160, Mounted piezo-electric crystals,Israel,1994
Exports,2022,854160, Mounted piezo-electric crystals,Italy,965
Exports,2022,854160, Mounted piezo-electric crystals,Japan,18969
Exports,2022,854160, Mounted piezo-electric crystals,Korea Republic of,66603
Exports,2022,854160, Mounted piezo-electric crystals,Latvia,440
Exports,2022,854160, Mounted piezo-electric crystals,Lithuania,1041
Exports,2022,854160, Mounted piezo-electric crystals,Malaysia,26676
Exports,2022,854160, Mounted piezo-electric crystals,Mexico,9406
Exports,2022,854160, Mounted piezo-electric crystals,Morocco,258
Exports,2022,854160, Mounted piezo-electric crystals,Netherlands,1275
Exports,2022,854160, Mounted piezo-electric crystals,New Zealand,6982
Exports,2022,854160, Mounted piezo-electric crystals,Norway,48
Exports,2022,854160, Mounted piezo-electric crystals,Others,37
Exports,2022,854160, Mounted piezo-electric crystals,Philippines,3074
Exports,2022,854160, Mounted piezo-electric crystals,Poland,1666
Exports,2022,854160, Mounted piezo-electric crystals,Portugal,626
Exports,2022,854160, Mounted piezo-electric crystals,Puerto Rico,7
Exports,2022,854160, Mounted piezo-electric crystals,Romania,1120
Exports,2022,854160, Mounted piezo-electric crystals,Russian Federation,39
Exports,2022,854160, Mounted piezo-electric crystals,Serbia,371
Exports,2022,854160, Mounted piezo-electric crystals,Singapore,10545
Exports,2022,854160, Mounted piezo-electric crystals,Slovakia,153
Exports,2022,854160, Mounted piezo-electric crystals,South Africa,217
Exports,2022,854160, Mounted piezo-electric crystals,Spain,80
Exports,2022,854160, Mounted piezo-electric crystals,Sri Lanka,9
Exports,2022,854160, Mounted piezo-electric crystals,Sweden,37
Exports,2022,854160, Mounted piezo-electric crystals,Switzerland,549
Exports,2022,854160, Mounted piezo-electric crystals,Thailand,18701
Exports,2022,854160, Mounted piezo-electric crystals,Tunisia,1202
Exports,2022,854160, Mounted piezo-electric crystals,T?rkiye,169
Exports,2022,854160, Mounted piezo-electric crystals,Ukraine,3
Exports,2022,854160, Mounted piezo-electric crystals,United Kingdom,8991
Exports,2022,854160, Mounted piezo-electric crystals,United States,46670
Exports,2022,854160, Mounted piezo-electric crystals,Uruguay,20
Exports,2022,854160, Mounted piezo-electric crystals,Uzbekistan,71
Exports,2022,854160, Mounted piezo-electric crystals,Viet Nam,61564
Exports,2022,854190, Parts,Arab Emirates United,2
Exports,2022,854190, Parts,Argentina,12
Exports,2022,854190, Parts,Australia,360
Exports,2022,854190, Parts,Austria,57
Exports,2022,854190, Parts,Brazil,87
Exports,2022,854190, Parts,Canada,40
Exports,2022,854190, Parts,China,174021
Exports,2022,854190, Parts,Cuba,41
Exports,2022,854190, Parts,Czech Republic,70
Exports,2022,854190, Parts,Egypt,79
Exports,2022,854190, Parts,Finland,3
Exports,2022,854190, Parts,France,33
Exports,2022,854190, Parts,Germany,1586
Exports,2022,854190, Parts,Ghana,15
Exports,2022,854190, Parts,Haiti,2
Exports,2022,854190, Parts,Honduras,0
Exports,2022,854190, Parts,Hong Kong,27409
Exports,2022,854190, Parts,Hungary,82
Exports,2022,854190, Parts,India,468
Exports,2022,854190, Parts,Indonesia,1515
Exports,2022,854190, Parts,Ireland,54
Exports,2022,854190, Parts,Israel,674
Exports,2022,854190, Parts,Italy,66
Exports,2022,854190, Parts,Japan,7560
Exports,2022,854190, Parts,Korea Republic of,2319
Exports,2022,854190, Parts,Macao,20
Exports,2022,854190, Parts,Malawi,1
Exports,2022,854190, Parts,Malaysia,90132
Exports,2022,854190, Parts,Mexico,8957
Exports,2022,854190, Parts,Moldova Republic of,5
Exports,2022,854190, Parts,Morocco,10819
Exports,2022,854190, Parts,Myanmar,3
Exports,2022,854190, Parts,Netherlands,140
Exports,2022,854190, Parts,New Zealand,52
Exports,2022,854190, Parts,Nigeria,10
Exports,2022,854190, Parts,Philippines,24979
Exports,2022,854190, Parts,Poland,113
Exports,2022,854190, Parts,Romania,1
Exports,2022,854190, Parts,Russian Federation,217
Exports,2022,854190, Parts,Senegal,0
Exports,2022,854190, Parts,Singapore,902
Exports,2022,854190, Parts,Slovakia,90
Exports,2022,854190, Parts,Slovenia,7
Exports,2022,854190, Parts,South Africa,15
Exports,2022,854190, Parts,Spain,3
Exports,2022,854190, Parts,Sri Lanka,8
Exports,2022,854190, Parts,Switzerland,10
Exports,2022,854190, Parts,Thailand,29896
Exports,2022,854190, Parts,Tuvalu,25
Exports,2022,854190, Parts,T?rkiye,21
Exports,2022,854190, Parts,Ukraine,8
Exports,2022,854190, Parts,United Kingdom,334
Exports,2022,854190, Parts,United States,7273
Exports,2022,854190, Parts,Uzbekistan,64
Exports,2022,854190, Parts,Viet Nam,6876
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Arab Emirates United,1185
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Argentina,44
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Australia,2056
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Austria,1947
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Bahrain,4
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Bangladesh,7
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Belgium,1075
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Belize,38
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Brazil,7025
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Bulgaria,374
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Cambodia,4911
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Canada,1717
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Chile,33
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,China,2126535
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Colombia,2
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Costa Rica,737
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Croatia,8
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Czech Republic,1063
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Denmark,223
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Egypt,2955
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Finland,421
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,France,2817
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Georgia,4
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Germany,59662
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Hong Kong,11093890
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Hungary,1014
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,India,19587
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Indonesia,89813
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Ireland,10
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Israel,3729
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Italy,2166
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Japan,306695
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Kazakhstan,12
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Kenya,3
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Korea Republic of,247325
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Kuwait,0
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Kyrgyzstan,372
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Latvia,1996
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Lithuania,747
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Macao,44
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Malaysia,856110
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Mauritius,3
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Mexico,51483
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Mongolia,22
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Nepal,2
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Netherlands,23226
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,New Zealand,300
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Nigeria,228
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Norway,758
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Others,2
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Philippines,212153
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Poland,35918
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Portugal,76
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Puerto Rico,4
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Qatar,14
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Romania,114
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Russian Federation,1239
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Saudi Arabia,120
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Serbia,22
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Singapore,538657
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Slovakia,736
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Slovenia,32
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,South Africa,223
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Spain,344
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Sri Lanka,2
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Sweden,383
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Switzerland,5521
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Thailand,111643
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Tunisia,4
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,T?rkiye,81121
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Ukraine,15
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,United Kingdom,2828
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,United States,161021
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Uruguay,5
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Uzbekistan,170
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Viet Nam,375419
Exports,2022,854231, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,Virgin Islands British,44
Exports,2022,854232, Memories,Algeria,402
Exports,2022,854232, Memories,Arab Emirates United,611
Exports,2022,854232, Memories,Argentina,114
Exports,2022,854232, Memories,Australia,2499
Exports,2022,854232, Memories,Austria,473
Exports,2022,854232, Memories,Bangladesh,6
Exports,2022,854232, Memories,Belarus,2
Exports,2022,854232, Memories,Belgium,83528
Exports,2022,854232, Memories,Bosnia and Herzegovina,3
Exports,2022,854232, Memories,Brazil,149735
Exports,2022,854232, Memories,Bulgaria,14
Exports,2022,854232, Memories,Cambodia,1
Exports,2022,854232, Memories,Canada,4175
Exports,2022,854232, Memories,Cayman Islands,18
Exports,2022,854232, Memories,Chile,2
Exports,2022,854232, Memories,China,9774468
Exports,2022,854232, Memories,Costa Rica,115
Exports,2022,854232, Memories,Czech Republic,5818
Exports,2022,854232, Memories,Denmark,22
Exports,2022,854232, Memories,Dominican Republic,4
Exports,2022,854232, Memories,Egypt,299
Exports,2022,854232, Memories,Estonia,720
Exports,2022,854232, Memories,Finland,600
Exports,2022,854232, Memories,France,13378
Exports,2022,854232, Memories,Germany,178392
Exports,2022,854232, Memories,Greece,39
Exports,2022,854232, Memories,Guatemala,2
Exports,2022,854232, Memories,Hong Kong,5262994
Exports,2022,854232, Memories,Hungary,8712
Exports,2022,854232, Memories,Iceland,13
Exports,2022,854232, Memories,India,23142
Exports,2022,854232, Memories,Indonesia,20959
Exports,2022,854232, Memories,Ireland,50
Exports,2022,854232, Memories,Islamic Republic of Iran,4
Exports,2022,854232, Memories,Israel,6492
Exports,2022,854232, Memories,Italy,617
Exports,2022,854232, Memories,Japan,2419889
Exports,2022,854232, Memories,Jordan,4
Exports,2022,854232, Memories,Kazakhstan,5
Exports,2022,854232, Memories,Korea Republic of,202560
Exports,2022,854232, Memories,Kuwait,1
Exports,2022,854232, Memories,Latvia,7581
Exports,2022,854232, Memories,Lebanon,21
Exports,2022,854232, Memories,Lesotho,2
Exports,2022,854232, Memories,Libya,17
Exports,2022,854232, Memories,Lithuania,457
Exports,2022,854232, Memories,Macao,27
Exports,2022,854232, Memories,Malaysia,1218940
Exports,2022,854232, Memories,Mauritius,5
Exports,2022,854232, Memories,Mexico,34467
Exports,2022,854232, Memories,Morocco,53
Exports,2022,854232, Memories,Nepal,2
Exports,2022,854232, Memories,Netherlands,53478
Exports,2022,854232, Memories,New Zealand,131
Exports,2022,854232, Memories,Nigeria,2
Exports,2022,854232, Memories,Norway,2
Exports,2022,854232, Memories,Pakistan,0
Exports,2022,854232, Memories,Philippines,99847
Exports,2022,854232, Memories,Poland,33794
Exports,2022,854232, Memories,Portugal,10195
Exports,2022,854232, Memories,Qatar,37
Exports,2022,854232, Memories,Romania,23419
Exports,2022,854232, Memories,Russian Federation,461
Exports,2022,854232, Memories,Saint Vincent and the Grenadines,25
Exports,2022,854232, Memories,Saudi Arabia,54
Exports,2022,854232, Memories,Serbia,591
Exports,2022,854232, Memories,Singapore,4617412
Exports,2022,854232, Memories,Slovakia,1881
Exports,2022,854232, Memories,Slovenia,122
Exports,2022,854232, Memories,South Africa,109
Exports,2022,854232, Memories,Spain,114
Exports,2022,854232, Memories,Sweden,1175
Exports,2022,854232, Memories,Switzerland,942
Exports,2022,854232, Memories,Thailand,220291
Exports,2022,854232, Memories,Tunisia,3122
Exports,2022,854232, Memories,T?rkiye,6385
Exports,2022,854232, Memories,Ukraine,576
Exports,2022,854232, Memories,United Kingdom,20624
Exports,2022,854232, Memories,United States,465593
Exports,2022,854232, Memories,Viet Nam,122371
Exports,2022,854233, Amplifiers,Argentina,2
Exports,2022,854233, Amplifiers,Belgium,52
Exports,2022,854233, Amplifiers,Brazil,693
Exports,2022,854233, Amplifiers,Cambodia,5
Exports,2022,854233, Amplifiers,Canada,21
Exports,2022,854233, Amplifiers,Chile,50
Exports,2022,854233, Amplifiers,China,39100
Exports,2022,854233, Amplifiers,Czech Republic,73
Exports,2022,854233, Amplifiers,Estonia,2
Exports,2022,854233, Amplifiers,France,64
Exports,2022,854233, Amplifiers,Germany,1824
Exports,2022,854233, Amplifiers,Hong Kong,17023
Exports,2022,854233, Amplifiers,India,977
